osmid1;osmid2
102100;97893
102101;97892
102102;97891
102103;97890
102104;9789
102105;97889
102106;97888
102107;97887
102108;97886
102109;97885
10211;97884
102110;97883
102111;97882
102112;97881
102113;97880
102114;9788
102115;97879
102116;97878
102117;97877
102118;97876
102119;97875
10212;97874
102120;97873
102121;97872
102122;97871
102123;97870
102124;9787
102125;97869
102126;97868
102127;97867
102128;97866
102129;97865
10213;97864
102130;97863
102131;97862
102132;97861
102133;97860
102134;9786
102135;97859
102136;97858
102137;97857
102138;97856
102139;97855
10214;97854
102140;97853
102141;97852
102142;97851
102143;97850
102144;9785
102145;97849
102146;97848
102147;97847
102148;97846
102149;97845
10215;97844
102150;97843
102151;97842
102152;97841
102153;97840
102154;9784
102155;97839
102156;97838
102157;97837
102158;97836
102159;97835
10216;97834
102160;97833
102161;97832
102162;97831
102163;97830
102164;9783
102165;97829
102166;97828
102167;97827
102168;97826
102169;97825
10217;97824
102170;97823
102171;97822
102172;97821
102173;97820
102174;9782
102175;97819
102176;97818
102177;97817
102178;97816
102179;97815
10218;97814
102180;97813
102181;97812
102182;97811
102183;97810
102184;9781
102185;97809
102186;97808
102187;97807
102188;97806
102189;97805
10219;97804
102190;97803
102191;97802
102192;97801
102193;97800
102194;9780
102195;978
102196;97799
102197;97798
102198;97797
102199;97796
1022;97795
10220;97794
102200;97793
102201;97792
102202;97791
102203;97790
102204;9779
102205;97789
102206;97788
102207;97787
102208;97786
102209;97785
10221;97784
102210;97783
102211;97782
102212;97781
102213;97780
102214;9778
102215;97779
102216;97778
102217;97777
102218;97776
102219;97775
10222;97774
102220;97773
102221;97772
102222;97771
102223;97770
102224;9777
102225;97769
102226;97768
102227;97767
102228;97766
102229;97765
10223;97764
102230;97763
102231;97762
102232;97761
102233;97760
102234;9776
102235;97759
102236;97758
102237;97757
102238;97756
102239;97755
10224;97754
102240;97753
102241;97752
102242;97751
102243;97750
102244;9775
102245;97749
102246;97748
102247;97747
102248;97746
102249;97745
10225;97744
102250;97743
102251;97742
102252;97741
102253;97740
102254;9774
102255;97739
102256;97738
102257;97737
102258;97736
102259;97735
10226;97734
102260;97733
102261;97732
102262;97731
102263;97730
102264;9773
102265;97729
102266;97728
102267;97727
102268;97726
102269;97725
10227;97724
102270;97723
102271;97722
102272;97721
102273;97720
102274;9772
102275;97719
102276;97718
102277;97717
102278;97716
102279;97715
10228;97714
102280;97713
102281;97712
102282;97711
102283;97710
102284;9771
102285;97709
102286;97708
102287;97707
102288;97706
102289;97705
10229;97704
102290;97703
102291;97702
102292;97701
102293;97700
102294;9770
102295;977
102296;97699
102297;97698
102298;97697
102299;97696
1023;97695
10230;97694
102300;97693
102301;97692
102302;97691
102303;97690
102304;9769
102305;97689
102306;97688
102307;97687
102308;97686
102309;97685
10231;97684
102310;97683
102311;97682
102312;97681
102313;97680
102314;9768
102315;97679
102316;97678
102317;97677
102318;97676
102319;97675
10232;97674
102320;97673
102321;97672
102322;97671
102323;97670
102324;9767
102325;97669
102326;97668
102327;97667
102328;97666
102329;97665
10233;97664
102330;97663
102331;97662
102332;97661
102333;97660
102334;9766
102335;97659
102336;97658
102337;97657
102338;97656
102339;97655
10234;97654
102340;97653
102341;97652
102342;97651
102343;97650
102344;9765
102345;97649
102346;97648
102347;97647
102348;97646
102349;97645
10235;97644
102350;97643
102351;97642
102352;97641
102353;97640
102354;9764
102355;97639
102356;97638
102357;97637
102358;97636
102359;97635
10236;97634
102360;97633
102361;97632
102362;97631
102363;97630
102364;9763
102365;97629
102366;97628
102367;97627
102368;97626
102369;97625
10237;97624
102370;97623
102371;97622
102372;97621
102373;97620
102374;9762
102375;97619
102376;97618
102377;97617
102378;97616
102379;97615
10238;97614
102380;97613
102381;97612
102382;97611
102383;97610
102384;9761
102385;97609
102386;97608
102387;97607
102388;97606
102389;97605
10239;97604
102390;97603
102391;97602
102392;97601
102393;97600
102394;9760
102395;976
102396;97599
102397;97598
102398;97597
102399;97596
1024;97595
10240;97594
102400;97593
102401;97592
102402;97591
102403;97590
102404;9759
102405;97589
102406;97588
102407;97587
102408;97586
102409;97585
10241;97584
102410;97583
102411;97582
102412;97581
102413;97580
102414;9758
102415;97579
102416;97578
102417;97577
102418;97576
102419;97575
10242;97574
102420;97573
102421;97572
102422;97571
102423;97570
102424;9757
102425;97569
102426;97568
102427;97567
102428;97566
102429;97565
10243;97564
102430;97563
102431;97562
102432;97561
102433;97560
102434;9756
102435;97559
102436;97558
102437;97557
102438;97556
102439;97555
10244;97554
102440;97553
102441;97552
102442;97551
102443;97550
102444;9755
102445;97549
102446;97548
102447;97547
102448;97546
102449;97545
10245;97544
102450;97543
102451;97542
102452;97541
102453;97540
102454;9754
102455;97539
102456;97538
102457;97537
102458;97536
102459;97535
10246;97534
102460;97533
102461;97532
102462;97531
102463;97530
102464;9753
102465;97529
102466;97528
102467;97527
102468;97526
102469;97525
10247;97524
102470;97523
102471;97522
102472;97521
102473;97520
102474;9752
102475;97519
102476;97518
102477;97517
102478;97516
102479;97515
10248;97514
102480;97513
102481;97512
102482;97511
102483;97510
102484;9751
102485;97509
102486;97508
102487;97507
102488;97506
102489;97505
10249;97504
102490;97503
102491;97502
102492;97501
102493;97500
102494;9750
102495;975
102496;97499
102497;97498
102498;97497
102499;97496
1025;97495
10250;97494
102500;97493
102501;97492
102502;97491
102503;97490
102504;9749
102505;97489
102506;97488
102507;97487
102508;97486
102509;97485
10251;97484
102510;97483
102511;97482
102512;97481
102513;9748
102514;97479
102515;97478
102516;97477
102517;97476
102518;97475
102519;97474
10252;97473
102520;97472
102521;97471
102522;97470
102523;9747
102524;97469
102525;97468
102526;97467
102527;97466
102528;97465
102529;97464
10253;97463
102530;97462
102531;97461
102532;97460
102533;9746
102534;97459
102535;97458
102536;97457
102537;97456
102538;97455
102539;97454
10254;97453
102540;97452
102541;97451
102542;97450
102543;9745
102544;97449
102545;97448
102546;97447
102547;97446
102548;97445
102549;97444
10255;97443
102550;97442
102551;97441
102552;97440
102553;9744
102554;97439
102555;97438
102556;97437
102557;97436
102558;97435
102559;97434
10256;97433
102560;97432
102561;97431
102562;97430
102563;9743
102564;97429
102565;97428
102567;97427
102568;97426
102569;97425
10257;97424
102570;97423
102571;97422
102572;97421
102573;97420
102574;9742
102575;97419
102576;97418
102577;97417
102578;97416
102579;97415
10258;97414
102580;97413
102581;97412
102582;97411
102583;97410
102584;9741
102585;97409
102586;97408
102587;97407
102588;97406
102589;97405
10259;97404
102590;97403
102591;97402
102592;97401
102593;97400
102594;9740
102595;974
102596;97399
102597;97398
102598;97397
102599;97396
1026;97395
10260;97394
102600;97393
102601;97392
102602;97391
102603;97390
102604;9739
102605;97389
102606;97388
102607;97387
102608;97386
102609;97385
10261;97384
102610;97383
102611;97382
102612;97381
102613;97380
102614;9738
102615;97379
102616;97378
102617;97377
102618;97376
102619;97375
10262;97374
102620;97373
102621;97372
102622;97371
102623;97370
102624;9737
102625;97369
102626;97368
102627;97367
102628;97366
102629;97365
10263;97364
102630;97363
102631;97362
102632;97361
102633;97360
102634;9736
102635;97359
102636;97358
102637;97357
102638;97356
102639;97355
10264;97354
102640;97353
102641;97352
102642;97351
102643;9735
102644;97349
102645;97348
102646;97347
102647;97346
102648;97345
102649;97344
10265;97343
102650;97342
102651;97341
102652;97340
102653;9734
102654;97339
102655;97338
102656;97337
102657;97336
102658;97335
102659;97334
10266;97333
102660;97332
102661;97331
102662;97330
102663;9733
102664;97329
102665;97328
102666;97327
102667;97326
102668;97325
102669;97324
10267;97323
102670;97322
102671;97321
102672;97320
102673;9732
102674;97319
102675;97318
102676;97317
102677;97316
102678;97315
102679;97314
10268;97313
102680;97312
102681;97311
102682;97310
102683;9731
102684;97309
102685;97308
102686;97307
102687;97306
102688;97305
102689;97304
10269;97303
102690;97302
102691;97301
102692;97300
102693;9730
102694;973
102695;97299
102696;97298
102697;97297
102698;97296
102699;97295
1027;97294
10270;97293
102700;97292
102701;97291
102702;97290
102703;9729
102704;97289
102705;97288
102706;97287
102707;97286
102708;97285
102709;97284
10271;97283
102710;97282
102711;97281
102712;97280
102713;9728
102714;97279
102715;97278
102716;97277
102717;97276
102718;97275
102719;97274
10272;97273
102720;97272
102721;97271
102722;97270
102723;9727
102724;97269
102725;97268
102726;97267
102727;97266
102728;97265
102729;97264
10273;97263
102730;97262
102731;97261
102732;97260
102733;9726
102734;97259
102735;97258
102736;97257
102737;97256
102738;97255
102739;97254
10274;97253
102740;97252
102741;97251
102742;97250
102743;9725
102744;97249
102745;97248
102746;97247
102747;97246
102748;97245
102749;97244
10275;97243
102750;97242
102751;97241
102752;97240
102753;9724
102754;97239
102755;97238
102756;97237
102757;97236
102758;97235
102759;97234
10276;97233
102760;97232
102761;97231
102762;97230
102763;9723
102764;97229
102765;97228
102766;97227
102767;97226
102768;97225
102769;97224
10277;97223
102770;97222
102771;97221
102772;97220
102773;9722
102774;97219
102775;97218
102776;97217
102777;97216
102778;97215
102779;97214
10278;97213
102780;97212
102781;97211
102782;97210
102783;9721
102784;97209
102785;97208
102786;97207
102787;97206
102788;97205
102789;97204
10279;97203
102790;97202
102791;97201
102792;97200
102793;9720
102794;972
102795;97199
102796;97198
102797;97197
102798;97196
102799;97195
1028;97194
10280;97193
102800;97192
102801;97191
102802;97190
102803;9719
102804;97189
102805;97188
102806;97187
102807;97186
102808;97185
102809;97184
10281;97183
102810;97182
102811;97181
102812;97180
102813;9718
102814;97179
102815;97178
102816;97177
102817;97176
102818;97175
102819;97174
10282;97173
102820;97172
102821;97171
102822;97170
102823;9717
102824;97169
102825;97168
102826;97167
102827;97166
102828;97165
102829;97164
10283;97163
102830;97162
102831;97161
102832;97160
102833;9716
102834;97159
102835;97158
102836;97157
102837;97156
102838;97155
102839;97154
10284;97153
102840;97152
102841;97151
102842;97150
102843;9715
102844;97149
102845;97148
102846;97147
102847;97146
102848;97145
102849;97144
10285;97143
102850;97142
102851;97141
102852;97140
102853;9714
102854;97139
102855;97138
102856;97137
102857;97136
102858;97135
102859;97134
10286;97133
102860;97132
102861;97131
102862;97130
102863;9713
102864;97129
102865;97128
102866;97127
102867;97126
102868;97125
102869;97124
10287;97123
102870;97122
102871;97121
102872;97120
102873;9712
102874;97119
102875;97118
102876;97117
102877;97116
102878;97115
102879;97114
10288;97113
102880;97112
102881;97111
102882;97110
102883;9711
102884;97109
102885;97108
102886;97107
102887;97106
102888;97105
102889;97104
10289;97103
102891;97102
102892;97101
102893;97100
102894;9710
102895;971
102896;97099
102897;97098
102898;97097
102899;97096
1029;97095
10290;97094
102900;97093
102901;97092
102902;97091
102903;97090
102904;9709
102905;97089
102906;97088
102907;97087
102908;97086
102909;97085
10291;97084
102910;97083
102911;97082
102912;97081
102913;97080
102914;9708
102915;97079
102916;97078
102917;97077
102918;97076
102919;97075
10292;97074
102920;97073
102921;97072
102922;97071
102923;97070
102924;9707
102925;97069
102926;97068
102927;97067
102928;97066
102929;97065
10293;97064
102930;97063
102931;97062
102932;97061
102933;97060
102934;9706
102935;97059
102936;97058
102937;97057
102938;97056
102939;97055
10294;97054
102940;97053
102941;97052
102942;97051
102943;97050
102944;9705
102945;97049
102946;97048
102947;97047
102948;97046
102949;97045
10295;97044
102950;97043
102951;97042
102952;97041
102953;97040
102954;9704
102955;97039
102956;97038
102957;97037
102958;97036
102959;97035
10296;97034
102960;97033
102961;97032
102962;97031
102963;97030
102964;97029
102965;97028
102966;97027
102967;97026
102968;97025
102969;97024
10297;97023
102970;97022
102971;97021
102972;97020
102973;9702
102974;97019
102975;97018
102976;97017
102977;97016
102978;97015
102979;97014
10298;97013
102980;97012
102981;97011
102982;97010
102983;9701
102984;97009
102985;97008
102986;97007
102987;97006
102988;97005
102989;97004
10299;97003
102990;97002
102991;97001
102992;97000
102993;9700
102994;970
102995;97
102996;96999
102997;96998
102998;96997
102999;96996
103;96995
1030;96994
10300;96993
103000;96992
103001;96991
103002;96990
103003;9699
103004;96989
103005;96988
103006;96987
103007;96986
103008;96985
103009;96984
10301;96983
103010;96982
103011;96981
103012;96980
103013;9698
103014;96979
103015;96978
103016;96977
103017;96976
103018;96975
103019;96974
10302;96973
103020;96972
103021;96971
103022;96970
103023;9697
103024;96969
103025;96968
103026;96967
103027;96966
103028;96965
103029;96964
10303;96963
103030;96962
103031;96961
103032;96960
103033;9696
103034;96959
103035;96958
103036;96957
103037;96956
103038;96955
103039;96954
10304;96953
103040;96952
103041;96951
103042;96950
103043;9695
103044;96949
103045;96948
103046;96947
103047;96946
103048;96945
103049;96944
10305;96943
103050;96942
103051;96941
103052;96940
103053;9694
103054;96939
103055;96938
103056;96937
103057;96936
103058;96935
103059;96934
10306;96933
103060;96932
103061;96931
103062;96930
103063;9693
103064;96929
103065;96928
103066;96927
103067;96926
103068;96925
103069;96924
10307;96923
103070;96922
103071;96921
103072;96920
103073;9692
103074;96919
103075;96918
103076;96917
103077;96916
103078;96915
103079;96914
10308;96913
103080;96912
103081;96911
103082;96910
103083;9691
103084;96909
103085;96908
103086;96907
103087;96906
103088;96905
103089;96904
10309;96903
103090;96902
103091;96901
103092;96900
103093;9690
103094;969
103095;96899
103096;96898
103097;96897
103098;96896
103099;96895
1031;96894
10310;96893
103100;96892
103101;96891
103102;96890
103103;9689
103104;96889
103105;96888
103106;96887
103107;96886
103108;96885
103109;96884
10311;96883
103110;96882
103111;96881
103112;96880
103113;9688
103114;96879
103115;96878
103116;96877
103117;96876
103118;96875
103119;96874
10312;96873
103120;96872
103121;96871
103122;96870
103123;9687
103124;96869
103125;96868
103126;96867
103127;96866
103128;96865
103129;96864
10313;96863
103130;96862
103131;96861
103132;96860
103133;9686
103134;96859
103135;96858
103136;96857
103137;96856
103138;96855
103139;96854
10314;96853
103140;96852
103141;96851
103142;96850
103143;9685
103144;96849
103145;96848
103146;96847
103147;96846
103148;96845
103149;96844
10315;96843
103150;96842
103151;96841
103152;96840
103153;9684
103154;96839
103155;96838
103156;96837
103157;96836
103158;96835
103159;96834
10316;96833
103160;96832
103161;96831
103162;96830
103163;9683
103164;96829
103165;96828
103166;96827
103167;96826
103168;96825
103169;96824
10317;96823
103170;96822
103171;96821
